model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Brand
A6,2017,22995,Semi-Auto,24336,Diesel,145,61.4,2.0,Audi
A6,2015,16995,Semi-Auto,55220,Diesel,30,64.2,2.0,Audi
A1,2016,15495,Manual,31147,Petrol,30,56.5,1.4,Audi
A1,2016,13995,Manual,31031,Petrol,30,56.5,1.4,Audi
A4,2015,17995,Semi-Auto,34906,Diesel,160,49.6,3.0,Audi
A4,2017,21995,Semi-Auto,14821,Diesel,145,64.2,3.0,Audi
A1,2016,15495,Manual,15307,Petrol,30,55.4,1.4,Audi
A4,2016,19995,Semi-Auto,23626,Petrol,160,45.6,2.0,Audi
A1,2016,12995,Manual,11892,Petrol,0,67.3,1.0,Audi
A1,2016,12995,Manual,42165,Petrol,30,56.5,1.4,Audi
A3,2019,31795,Semi-Auto,3036,Petrol,145,34.5,2.0,Audi
A4,2019,39995,Semi-Auto,2703,Diesel,145,40.9,3.0,Audi
A3,2018,21495,Manual,8545,Diesel,145,53.3,1.6,Audi
A3,2016,13498,Manual,30287,Petrol,20,60.1,1.4,Audi
A3,2016,14998,Manual,1893,Petrol,20,60.1,1.4,Audi
A4,2017,16998,Manual,6896,Petrol,145,52.3,1.4,Audi
A4,2017,13985,Semi-Auto,84222,Diesel,20,68.9,2.0,Audi
A3,2015,10385,Manual,68428,Diesel,0,83.1,1.6,Audi
A4,2016,11500,Manual,56235,Diesel,0,74.3,2.0,Audi
A6,2013,11995,Semi-Auto,40003,Diesel,145,56.5,2.0,Audi
A3,2015,14995,Semi-Auto,46465,Petrol,30,54.3,1.4,Audi
A1,2019,23995,Manual,3232,Petrol,145,50.4,1.0,Audi
A1,2017,15995,Manual,16086,Petrol,30,55.4,1.4,Audi
A1,2017,13995,Manual,15981,Petrol,145,57.6,1.4,Audi
A3,2017,18995,Manual,16668,Diesel,145,70.6,1.6,Audi
A3,2019,18995,Semi-Auto,10522,Petrol,145,43.5,1.5,Audi
A3,2018,19995,Manual,12795,Petrol,145,47.1,1.0,Audi
A4,2019,37995,Automatic,8235,Diesel,145,44.1,2.0,Audi
Q3,2019,35995,Manual,5356,Diesel,145,40.9,2.0,Audi
A6,2019,34995,Automatic,5565,Diesel,145,47.9,2.0,Audi
A4,2017,16498,Manual,13122,Petrol,145,52.3,1.4,Audi
A4,2016,21995,Semi-Auto,47600,Diesel,145,56.5,2.0,Audi
A3,2018,22995,Automatic,17252,Petrol,145,56.5,1.5,Audi
A4,2016,13995,Manual,41279,Diesel,0,74.3,2.0,Audi
Q3,2019,34995,Semi-Auto,4000,Petrol,145,31.7,2.0,Audi
A4,2019,43495,Automatic,5000,Diesel,145,40.9,3.0,Audi
A3,2019,22995,Automatic,10434,Petrol,145,42.2,1.5,Audi
A3,2016,11990,Manual,61332,Diesel,20,68.9,2.0,Audi
A1,2016,11498,Manual,22669,Petrol,30,57.6,1.4,Audi
Q3,2016,19498,Manual,14419,Diesel,145,52.3,2.0,Audi
A1,2015,10698,Manual,37458,Petrol,30,55.4,1.4,Audi
A1,2014,11998,Manual,23015,Petrol,20,60.1,1.4,Audi
A6,2016,22500,Semi-Auto,26784,Diesel,150,54.3,2.0,Audi
A4,2018,28995,Semi-Auto,11047,Diesel,145,56.5,2.0,Audi
A4,2017,22995,Semi-Auto,19444,Diesel,125,57.6,2.0,Audi
Q3,2017,17995,Manual,30123,Petrol,125,51.4,1.4,Audi
A4,2019,25995,Manual,7422,Petrol,145,39.2,2.0,Audi
A4,2016,24495,Automatic,40688,Petrol,160,42.8,2.0,Audi
Q3,2019,38995,Semi-Auto,5454,Petrol,145,30.7,2.0,Audi
A3,2019,19995,Manual,12785,Petrol,145,42.8,1.5,Audi
A6,2019,42995,Automatic,7486,Diesel,145,39.2,3.0,Audi
A4,2019,29995,Automatic,13690,Diesel,145,47.9,2.0,Audi
Q3,2016,20495,Semi-Auto,25125,Diesel,160,50.4,2.0,Audi
A3,2019,19495,Manual,3265,Petrol,145,47.1,1.0,Audi
Q3,2017,22995,Semi-Auto,17680,Petrol,145,42.2,2.0,Audi
A1,2016,11995,Manual,38502,Petrol,30,57.6,1.4,Audi
A1,2016,12995,Manual,36276,Petrol,30,55.4,1.4,Audi
A1,2016,11995,Manual,22606,Petrol,30,57.6,1.4,Audi
A4,2020,29995,Semi-Auto,100,Petrol,150,39.2,2.0,Audi
A1,2017,14995,Manual,24427,Petrol,145,55.4,1.4,Audi
A1,2017,12995,Manual,16763,Petrol,145,55.4,1.4,Audi
A4,2017,17298,Manual,6402,Petrol,145,52.3,1.4,Audi
A4,2016,15998,Manual,21944,Petrol,125,49.6,2.0,Audi
A6,2019,25998,Semi-Auto,19118,Diesel,145,47.9,2.0,Audi
Q3,2019,38995,Semi-Auto,4436,Petrol,150,32.1,2.0,Audi
A1,2019,19995,Manual,2235,Petrol,150,49.6,1.0,Audi
Q3,2016,16995,Semi-Auto,52496,Diesel,160,50.4,2.0,Audi
A6,2016,18350,Automatic,52255,Diesel,30,61.4,2.0,Audi
A3,2018,15590,Manual,19686,Diesel,145,68.9,1.6,Audi
A1,2016,12500,Manual,26705,Petrol,30,58.9,1.4,Audi
A1,2018,12500,Manual,18120,Petrol,145,57.7,1.4,Audi
Q3,2016,18000,Semi-Auto,11966,Petrol,145,47.9,1.4,Audi
A3,2016,14500,Manual,34728,Petrol,30,57.6,1.4,Audi
A3,2018,16995,Semi-Auto,30547,Diesel,145,70.6,1.6,Audi
A3,2015,13795,Manual,72406,Diesel,20,68.9,2.0,Audi
A6,2017,19995,Semi-Auto,52822,Diesel,145,64.2,2.0,Audi
A6,2015,18990,Semi-Auto,70228,Diesel,145,54.3,3.0,Audi
A3,2017,15795,Manual,21637,Diesel,20,67.3,2.0,Audi
Q3,2014,12595,Manual,52006,Diesel,145,54.3,2.0,Audi
Q3,2016,20495,Semi-Auto,28994,Diesel,160,50.4,2.0,Audi
A6,2018,37995,Manual,30,Diesel,145,39.2,3.0,Audi
A4,2019,28995,Semi-Auto,4708,Diesel,145,49.6,2.0,Audi
Q3,2019,38995,Automatic,4304,Diesel,145,37.7,2.0,Audi
Q3,2018,27995,Automatic,11403,Petrol,145,38.2,1.5,Audi
A1,2019,23995,Semi-Auto,1952,Petrol,145,44.1,1.0,Audi
A6,2019,41995,Semi-Auto,8060,Diesel,145,37.7,3.0,Audi
A6,2018,31700,Semi-Auto,7415,Diesel,145,47.9,2.0,Audi
A3,2019,21995,Automatic,5450,Petrol,145,44.8,1.5,Audi
A4,2016,18000,Manual,23596,Petrol,145,48.7,2.0,Audi
A6,2019,32250,Automatic,238,Diesel,145,47.9,2.0,Audi
Q3,2016,19000,Manual,28186,Diesel,145,52.3,2.0,Audi
Q3,2016,16995,Semi-Auto,37000,Diesel,145,54.3,2.0,Audi
A1,2017,14695,Manual,13555,Petrol,30,55.4,1.4,Audi
Q3,2016,17395,Manual,34500,Diesel,160,49.6,2.0,Audi
A3,2017,17500,Manual,14500,Petrol,20,60.1,1.4,Audi
A1,2017,11495,Manual,24857,Diesel,0,76.3,1.6,Audi
A6,2019,32494,Automatic,2394,Diesel,145,50.4,2.0,Audi
A6,2019,31000,Automatic,1000,Diesel,145,50.4,2.0,Audi
A3,2018,20000,Automatic,6629,Petrol,145,42.2,1.5,Audi
A4,2019,26495,Manual,6768,Diesel,145,74.3,2.0,Audi
A4,2019,23995,Automatic,5363,Petrol,145,39.8,2.0,Audi
A3,2014,7898,Semi-Auto,88130,Diesel,30,64.2,2.0,Audi
A4,2019,25995,Semi-Auto,7447,Diesel,145,47.9,2.0,Audi
A6,2019,31500,Automatic,2408,Diesel,145,50.4,2.0,Audi
A1,2016,11495,Manual,8000,Petrol,0,67.3,1.0,Audi
A4,2017,19995,Semi-Auto,29885,Diesel,30,65.7,2.0,Audi
A3,2017,17695,Manual,14160,Diesel,145,68.9,1.6,Audi
A6,2019,46000,Automatic,6606,Diesel,145,36.2,3.0,Audi
Q3,2017,23998,Semi-Auto,12147,Petrol,145,40.4,2.0,Audi
A3,2017,12798,Manual,29998,Petrol,20,61.4,1.4,Audi
Q3,2016,17698,Semi-Auto,22168,Petrol,145,47.9,1.4,Audi
A1,2016,10998,Manual,24242,Petrol,0,67.3,1.0,Audi
A3,2017,19698,Semi-Auto,18389,Petrol,145,57.7,1.5,Audi
A6,2016,17298,Manual,31759,Diesel,30,61.4,2.0,Audi
A4,2019,24998,Semi-Auto,12853,Petrol,145,38.2,2.0,Audi
A4,2019,24998,Semi-Auto,13009,Petrol,145,38.2,2.0,Audi
Q3,2014,11950,Manual,81877,Diesel,160,49.6,2.0,Audi
Q3,2016,16998,Manual,27692,Petrol,145,49.6,1.4,Audi
Q3,2015,13995,Manual,35446,Diesel,145,54.3,2.0,Audi
A6,2015,16995,Semi-Auto,45000,Diesel,30,64.2,2.0,Audi
A4,2019,18998,Manual,2069,Petrol,145,41.5,2.0,Audi
A3,2017,16495,Manual,36031,Petrol,30,60.1,1.4,Audi
A1,2017,13998,Manual,28752,Petrol,150,58.9,1.4,Audi
A1,2014,8498,Manual,58601,Petrol,125,52.3,1.4,Audi
A3,2017,19998,Manual,21113,Petrol,145,55.4,1.5,Audi
Q3,2015,13998,Manual,66047,Diesel,145,55.4,2.0,Audi
A6,2016,17498,Semi-Auto,24405,Diesel,20,64.2,2.0,Audi
A6,2015,14995,Manual,43193,Diesel,30,65.7,2.0,Audi
A6,2014,18498,Semi-Auto,36223,Diesel,235,44.8,3.0,Audi
A1,2015,9698,Manual,61194,Petrol,0,67.3,1.0,Audi
A4,2017,14849,Manual,58670,Diesel,0,74.3,2.0,Audi
A1,2016,10994,Manual,36951,Petrol,0,67.3,1.0,Audi
A3,2014,10202,Manual,34250,Petrol,30,55.4,1.4,Audi
A4,2016,15495,Manual,32811,Diesel,0,74.3,2.0,Audi
A6,2017,22695,Semi-Auto,31842,Diesel,125,58.9,2.0,Audi
A1,2016,11695,Manual,22373,Petrol,30,55.4,1.4,Audi
Q3,2017,17495,Manual,34617,Diesel,30,60.1,2.0,Audi
Q3,2015,14495,Manual,48065,Diesel,145,55.4,2.0,Audi
A4,2017,17795,Semi-Auto,26752,Diesel,145,64.2,2.0,Audi
A6,2016,20000,Semi-Auto,24000,Diesel,30,61.4,2.0,Audi
A6,2015,17498,Semi-Auto,57290,Diesel,30,61.4,2.0,Audi
A3,2017,15498,Semi-Auto,13542,Diesel,20,72.4,1.6,Audi
Q3,2019,29695,Automatic,8849,Diesel,145,47.1,2.0,Audi
A1,2015,10995,Manual,13854,Petrol,30,55.4,1.4,Audi
A1,2017,10495,Manual,37131,Petrol,0,67.3,1.0,Audi
A6,2014,14998,Semi-Auto,60484,Diesel,30,64.2,2.0,Audi
Q3,2016,18998,Semi-Auto,32968,Diesel,160,50.4,2.0,Audi
A3,2015,11698,Manual,53372,Petrol,20,60.1,1.4,Audi
A4,2017,14898,Manual,24222,Petrol,145,53.3,1.4,Audi
A4,2015,12698,Manual,36081,Diesel,145,55.4,2.0,Audi
Q3,2018,24498,Semi-Auto,11487,Petrol,145,42.2,2.0,Audi
Q3,2013,11998,Semi-Auto,52765,Diesel,200,47.9,2.0,Audi
A1,2019,20350,Manual,2065,Petrol,145,46.3,1.5,Audi
A3,2018,18300,Manual,31500,Petrol,145,55.4,1.5,Audi
A4,2018,18288,Semi-Auto,31348,Petrol,150,51.4,1.4,Audi
A4,2016,15498,Manual,27370,Diesel,30,64.2,2.0,Audi
A4,2017,22500,Semi-Auto,15175,Diesel,145,61.4,2.0,Audi
Q3,2017,19688,Manual,24387,Petrol,150,49.6,1.4,Audi
A1,2016,13688,Manual,26165,Petrol,30,55.4,1.4,Audi
Q3,2017,22988,Semi-Auto,14950,Petrol,150,42.2,2.0,Audi
A6,2016,16490,Manual,44316,Diesel,30,64.2,2.0,Audi
A3,2017,18488,Semi-Auto,35329,Petrol,150,47.9,2.0,Audi
A3,2015,12450,Manual,21429,Diesel,20,68.9,2.0,Audi
A3,2016,12990,Manual,35694,Petrol,20,60.1,1.0,Audi
Q3,2015,16998,Semi-Auto,40858,Diesel,160,50.4,2.0,Audi
A4,2016,13998,Manual,19285,Petrol,125,53.3,1.4,Audi
Q3,2015,17498,Semi-Auto,40256,Diesel,160,50.4,2.0,Audi
A3,2019,19995,Manual,7307,Diesel,145,51.4,1.6,Audi
Q3,2019,29995,Automatic,4384,Petrol,145,38.2,1.5,Audi
Q3,2019,30995,Manual,4173,Diesel,145,40.9,2.0,Audi
A3,2019,33995,Semi-Auto,3243,Petrol,145,34.5,2.0,Audi
A3,2019,23495,Automatic,7378,Diesel,145,52.3,1.6,Audi
A1,2019,24495,Semi-Auto,4634,Petrol,145,40.9,2.0,Audi
Q3,2019,34995,Automatic,7126,Petrol,145,32.1,2.0,Audi
A1,2020,20990,Manual,556,Petrol,145,47.9,1.0,Audi
Q3,2020,33444,Semi-Auto,1904,Petrol,145,31.4,2.0,Audi
Q3,2020,30888,Semi-Auto,525,Petrol,145,40.9,1.5,Audi
A3,2020,31990,Semi-Auto,2165,Hybrid,135,141.3,1.4,Audi
A1,2020,20888,Manual,1500,Petrol,145,47.9,1.0,Audi
A1,2019,21490,Manual,1565,Petrol,145,47.9,1.0,Audi
A4,2017,13450,Manual,59512,Diesel,145,74.3,2.0,Audi
A3,2019,21488,Manual,6350,Diesel,145,54.3,2.0,Audi
A3,2019,21288,Manual,4538,Diesel,145,51.4,1.6,Audi
A3,2019,21288,Manual,6238,Diesel,145,51.4,1.6,Audi
A3,2019,22888,Semi-Auto,6018,Petrol,145,40.9,2.0,Audi
A3,2019,21888,Manual,5150,Diesel,145,52.3,1.6,Audi
A1,2016,10988,Manual,40468,Petrol,30,55.4,1.4,Audi
Q3,2020,39888,Semi-Auto,1765,Petrol,145,31.0,2.0,Audi
Q3,2020,33444,Semi-Auto,4846,Petrol,145,31.4,2.0,Audi
Q3,2020,33444,Semi-Auto,475,Petrol,145,31.4,2.0,Audi
Q3,2020,33444,Semi-Auto,425,Petrol,145,31.4,2.0,Audi
A6,2019,37000,Semi-Auto,2271,Petrol,145,34.0,2.0,Audi
A4,2017,18298,Manual,20637,Diesel,30,67.3,2.0,Audi
A4,2015,12490,Manual,38041,Diesel,30,64.2,2.0,Audi
A3,2019,21450,Automatic,5793,Diesel,145,52.3,1.6,Audi
Q3,2017,18990,Semi-Auto,30821,Petrol,200,42.8,2.0,Audi
Q3,2016,15888,Manual,52034,Diesel,145,52.3,2.0,Audi
A3,2018,20688,Semi-Auto,9135,Petrol,145,56.5,1.5,Audi
A3,2019,34995,Semi-Auto,1054,Petrol,145,34.5,2.0,Audi
A4,2019,30995,Automatic,4598,Petrol,145,38.2,2.0,Audi
A1,2019,23495,Manual,1041,Petrol,145,45.6,1.5,Audi
A1,2017,15995,Automatic,21595,Petrol,145,58.9,1.4,Audi
Q3,2019,40995,Automatic,9029,Petrol,145,31.4,2.0,Audi
Q3,2017,20088,Manual,15454,Petrol,145,49.6,1.4,Audi
A1,2019,20500,Semi-Auto,5676,Petrol,145,47.1,1.0,Audi
A3,2016,17988,Semi-Auto,24406,Petrol,125,48.7,2.0,Audi
A6,2015,21698,Semi-Auto,41109,Diesel,200,45.6,3.0,Audi
Q3,2019,30543,Semi-Auto,13433,Petrol,145,31.7,2.0,Audi
A4,2019,26588,Semi-Auto,5130,Petrol,145,38.7,2.0,Audi
Q3,2019,26846,Manual,2362,Diesel,145,42.8,2.0,Audi
A4,2017,14698,Manual,19637,Petrol,145,53.3,1.4,Audi
A6,2015,18498,Semi-Auto,22540,Diesel,30,64.2,2.0,Audi
Q3,2015,16498,Manual,14146,Diesel,125,60.1,2.0,Audi
A1,2016,13498,Manual,21160,Petrol,30,55.4,1.4,Audi
A1,2015,9995,Manual,19603,Diesel,0,80.7,1.6,Audi
A1,2015,12995,Manual,27275,Petrol,30,55.4,1.4,Audi
A3,2019,19888,Automatic,8274,Petrol,145,45.6,1.0,Audi
A6,2017,19990,Automatic,32276,Diesel,145,61.4,2.0,Audi
Q3,2017,20488,Manual,25576,Diesel,145,54.3,2.0,Audi
A3,2018,20488,Manual,13069,Petrol,145,54.3,1.5,Audi
A6,2015,15498,Semi-Auto,57123,Diesel,20,67.3,2.0,Audi
A3,2016,11498,Manual,47205,Petrol,20,60.1,1.0,Audi
A4,2015,14900,Manual,20995,Diesel,30,64.2,2.0,Audi
A3,2016,16400,Manual,24102,Petrol,30,60.1,1.4,Audi
A4,2016,13498,Manual,37251,Petrol,145,51.4,1.4,Audi
A1,2016,11698,Manual,11578,Petrol,0,67.3,1.0,Audi
A4,2017,17998,Manual,20083,Diesel,145,68.9,2.0,Audi
A3,2013,10398,Manual,60076,Diesel,20,68.9,2.0,Audi
A4,2016,15498,Manual,42783,Diesel,30,64.2,2.0,Audi
A1,2016,12798,Manual,30334,Petrol,30,55.4,1.4,Audi
Q3,2016,17998,Manual,22541,Diesel,145,52.3,2.0,Audi
A4,2016,16498,Manual,37488,Diesel,30,64.2,2.0,Audi
A4,2016,15395,Semi-Auto,45619,Diesel,20,67.3,2.0,Audi
A1,2016,11698,Manual,24001,Petrol,30,55.4,1.4,Audi
A3,2017,15998,Semi-Auto,24519,Diesel,150,70.6,1.6,Audi
A6,2017,19940,Automatic,33856,Diesel,145,56.5,2.0,Audi
A4,2016,13498,Manual,29333,Petrol,145,51.4,1.4,Audi
A1,2013,9998,Semi-Auto,47565,Petrol,125,53.3,1.4,Audi
Q3,2019,36497,Automatic,1000,Diesel,145,47.1,2.0,Audi
A6,2019,30864,Semi-Auto,1000,Diesel,145,47.9,2.0,Audi
Q3,2015,14498,Manual,53124,Diesel,145,55.4,2.0,Audi
Q3,2015,16498,Semi-Auto,33845,Petrol,145,47.9,1.4,Audi
Q3,2015,15498,Semi-Auto,39876,Petrol,200,42.8,2.0,Audi
A1,2015,9998,Manual,49565,Petrol,30,55.4,1.4,Audi
A1,2016,11798,Manual,13501,Petrol,0,67.3,1.0,Audi
A4,2019,22288,Manual,5654,Petrol,145,39.2,2.0,Audi
A6,2017,25000,Semi-Auto,22350,Diesel,145,54.3,2.0,Audi
A4,2016,14998,Manual,30498,Diesel,0,74.3,2.0,Audi
A6,2019,30861,Automatic,1000,Diesel,145,47.9,2.0,Audi
A1,2019,26011,Semi-Auto,1000,Petrol,145,44.1,1.0,Audi
A6,2019,32098,Automatic,1000,Diesel,145,50.4,2.0,Audi
A3,2018,20888,Manual,6940,Petrol,145,54.3,1.5,Audi
A4,2019,22490,Manual,1342,Petrol,145,39.2,2.0,Audi
A1,2016,12950,Manual,15734,Petrol,0,67.3,1.0,Audi
A4,2019,41888,Semi-Auto,6536,Diesel,145,39.8,3.0,Audi
A6,2019,31288,Semi-Auto,2021,Diesel,145,47.9,2.0,Audi
Q3,2020,37888,Semi-Auto,2553,Petrol,145,30.7,2.0,Audi
Q3,2016,17498,Semi-Auto,32971,Diesel,145,51.4,2.0,Audi
A6,2016,17998,Manual,33182,Diesel,30,61.4,2.0,Audi
A4,2016,16498,Manual,38231,Diesel,30,64.2,2.0,Audi
A4,2017,18498,Manual,21540,Petrol,145,51.4,1.4,Audi
Q3,2015,19498,Manual,14919,Diesel,160,49.6,2.0,Audi
A3,2017,17998,Semi-Auto,31317,Diesel,125,57.6,2.0,Audi
A4,2019,33245,Semi-Auto,2529,Diesel,150,47.9,2.0,Audi
A4,2016,13998,Manual,38405,Diesel,0,74.3,2.0,Audi
A6,2015,16998,Automatic,57916,Diesel,30,61.4,2.0,Audi
A1,2015,11798,Manual,50730,Petrol,30,58.9,1.4,Audi
A3,2017,14995,Manual,14488,Petrol,150,60.1,1.4,Audi
A6,2019,45995,Semi-Auto,7461,Diesel,150,37.7,3.0,Audi
A1,2018,15990,Semi-Auto,10247,Petrol,145,56.5,1.4,Audi
Q3,2016,15496,Manual,22543,Diesel,30,61.4,2.0,Audi
A6,2016,20698,Semi-Auto,13986,Diesel,30,61.4,2.0,Audi
Q3,2015,15998,Manual,43458,Diesel,145,52.3,2.0,Audi
A3,2014,8698,Semi-Auto,87151,Diesel,30,62.8,2.0,Audi
A3,2016,13698,Manual,21468,Petrol,20,60.1,1.0,Audi
A3,2016,12498,Manual,29298,Petrol,20,60.1,1.0,Audi
A3,2017,13698,Semi-Auto,15180,Diesel,20,72.4,1.6,Audi
A3,2016,16998,Manual,23933,Diesel,20,65.7,2.0,Audi
Q3,2019,32500,Automatic,4432,Petrol,145,31.4,2.0,Audi
A4,2017,14495,Manual,15097,Petrol,150,53.3,1.4,Audi
A1,2016,10995,Manual,44575,Petrol,30,55.4,1.4,Audi
A1,2016,11495,Manual,33397,Petrol,0,67.3,1.0,Audi
A3,2016,13250,Manual,46860,Diesel,20,68.9,1.6,Audi
A3,2019,22991,Semi-Auto,12472,Petrol,150,42.2,1.5,Audi
A6,2016,18291,Semi-Auto,35665,Diesel,30,61.4,2.0,Audi
A1,2017,12991,Manual,36009,Petrol,150,58.9,1.4,Audi
A6,2019,32996,Automatic,7098,Diesel,145,39.8,3.0,Audi
Q3,2020,33591,Semi-Auto,4455,Petrol,150,39.2,1.5,Audi
A3,2017,18991,Semi-Auto,9009,Petrol,30,56.5,1.4,Audi
A3,2019,24990,Automatic,4444,Petrol,145,43.5,1.5,Audi
A6,2019,32000,Automatic,4432,Diesel,145,47.9,2.0,Audi
A1,2019,19751,Manual,5432,Petrol,145,47.9,1.0,Audi
A4,2019,27444,Automatic,5432,Diesel,145,47.1,2.0,Audi
A4,2019,35888,Automatic,5432,Petrol,145,36.2,2.0,Audi
A3,2019,21996,Manual,2578,Diesel,145,51.4,1.6,Audi
A1,2019,19990,Manual,5432,Petrol,145,47.9,1.0,Audi
Q3,2020,31990,Semi-Auto,4432,Petrol,150,40.4,1.5,Audi
A1,2020,25888,Semi-Auto,5432,Petrol,150,44.8,1.5,Audi
A1,2016,11295,Manual,37925,Petrol,0,67.3,1.0,Audi
A1,2016,12495,Manual,20645,Petrol,30,56.5,1.4,Audi
A6,2019,27795,Automatic,1282,Diesel,145,47.9,2.0,Audi
A6,2019,29995,Automatic,4985,Diesel,145,50.4,2.0,Audi
Q3,2018,19991,Semi-Auto,20555,Petrol,145,47.9,1.4,Audi
A1,2017,19991,Manual,24001,Diesel,145,76.3,1.6,Audi
A4,2019,43990,Semi-Auto,5505,Diesel,150,40.4,3.0,Audi
A1,2020,25491,Semi-Auto,5432,Petrol,150,44.8,1.5,Audi
A3,2019,24990,Semi-Auto,5432,Petrol,145,44.1,1.5,Audi
Q3,2019,37888,Automatic,4432,Petrol,145,30.7,2.0,Audi
Q3,2019,35896,Semi-Auto,4444,Petrol,145,30.7,2.0,Audi
A4,2019,39996,Automatic,12335,Diesel,145,40.4,3.0,Audi
Q3,2017,22491,Semi-Auto,18008,Petrol,150,42.2,2.0,Audi
A6,2019,38444,Semi-Auto,5432,Petrol,150,34.0,2.0,Audi
A4,2016,12498,Manual,78269,Diesel,0,74.3,2.0,Audi
A1,2019,23444,Semi-Auto,5432,Petrol,145,44.8,1.0,Audi
Q3,2019,26990,Manual,1496,Diesel,145,42.8,2.0,Audi
A3,2015,16396,Semi-Auto,23768,Diesel,125,57.6,2.0,Audi
A3,2019,23888,Automatic,4444,Petrol,145,44.1,1.5,Audi
Q3,2019,32888,Automatic,4432,Petrol,145,31.4,2.0,Audi
A3,2019,23888,Manual,4321,Petrol,145,44.1,1.5,Audi
Q3,2016,18946,Semi-Auto,33072,Diesel,160,50.4,2.0,Audi
Q3,2017,16856,Manual,27339,Petrol,125,51.4,1.4,Audi
A1,2018,12996,Manual,18876,Petrol,145,55.4,1.4,Audi
A4,2016,15256,Manual,25214,Diesel,0,74.3,2.0,Audi
Q3,2017,18696,Manual,23008,Diesel,145,56.5,2.0,Audi
Q3,2015,15998,Semi-Auto,51336,Diesel,160,50.4,2.0,Audi
A6,2015,18998,Semi-Auto,44000,Diesel,145,54.3,3.0,Audi
A6,2018,28498,Semi-Auto,8602,Diesel,145,50.4,2.0,Audi
A6,2015,12498,Semi-Auto,74644,Diesel,20,61.4,2.0,Audi
A3,2016,14498,Manual,30895,Petrol,125,52.3,1.4,Audi
A6,2016,15498,Semi-Auto,63000,Diesel,125,56.5,3.0,Audi
A3,2020,34991,Semi-Auto,4432,Petrol,150,34.5,2.0,Audi
A3,2019,17756,Semi-Auto,5432,Diesel,145,54.3,1.6,Audi
A3,2019,18696,Manual,4567,Petrol,145,44.8,1.5,Audi
A3,2019,23256,Semi-Auto,3434,Diesel,145,51.4,2.0,Audi
A4,2019,27444,Automatic,6458,Diesel,145,47.1,2.0,Audi
A1,2019,22444,Manual,5432,Petrol,145,47.9,1.0,Audi
A1,2019,21251,Manual,5432,Petrol,145,47.9,1.0,Audi
Q3,2020,32881,Semi-Auto,4432,Petrol,145,39.2,1.5,Audi
A1,2020,25491,Semi-Auto,5432,Petrol,145,44.8,1.5,Audi
A3,2020,35991,Semi-Auto,4433,Petrol,145,34.9,2.0,Audi
A3,2016,16491,Manual,24950,Petrol,30,58.9,1.4,Audi
A1,2015,12698,Manual,28456,Petrol,30,55.4,1.4,Audi
A4,2017,12998,Semi-Auto,74796,Diesel,20,72.4,2.0,Audi
A4,2016,13698,Manual,29398,Petrol,145,51.4,1.4,Audi
A3,2017,16998,Semi-Auto,53283,Petrol,30,56.5,1.4,Audi
A6,2015,15998,Semi-Auto,71030,Diesel,30,64.2,2.0,Audi
Q3,2014,15698,Manual,26728,Diesel,160,50.4,2.0,Audi
Q3,2020,32444,Semi-Auto,4432,Petrol,145,31.4,2.0,Audi
A4,2017,24896,Semi-Auto,21976,Petrol,145,44.1,2.0,Audi
Q3,2017,19596,Manual,21201,Petrol,145,49.6,1.4,Audi
Q3,2019,33888,Automatic,2590,Petrol,145,31.4,2.0,Audi
Q3,2019,32500,Semi-Auto,4444,Diesel,145,38.7,2.0,Audi
A4,2019,25999,Automatic,5432,Diesel,145,50.4,2.0,Audi
Q3,2019,32500,Automatic,4432,Petrol,145,31.4,2.0,Audi
A4,2019,46888,Automatic,3988,Diesel,145,39.2,3.0,Audi
A6,2019,29896,Semi-Auto,3411,Diesel,145,47.9,2.0,Audi
Q3,2020,32444,Semi-Auto,1445,Petrol,145,31.4,2.0,Audi
A1,2016,12996,Manual,15121,Petrol,30,56.5,1.4,Audi
A1,2016,10996,Manual,25783,Petrol,30,57.6,1.4,Audi
Q3,2017,19656,Manual,20355,Petrol,145,49.6,1.4,Audi
Q3,2020,33491,Semi-Auto,4444,Petrol,145,39.2,1.5,Audi
Q3,2020,32881,Semi-Auto,4432,Petrol,145,39.2,1.5,Audi
Q3,2020,33881,Semi-Auto,4432,Petrol,145,31.4,2.0,Audi
A4,2020,30990,Semi-Auto,4454,Petrol,145,38.2,2.0,Audi
A4,2015,13351,Manual,39652,Diesel,0,74.3,2.0,Audi
A1,2017,14491,Manual,13253,Petrol,150,55.4,1.4,Audi
A3,2016,14991,Manual,25556,Petrol,20,60.1,1.4,Audi
Q3,2019,29991,Manual,1676,Petrol,150,40.9,1.5,Audi
Q3,2017,17991,Manual,18909,Petrol,150,51.4,1.4,Audi
Q3,2020,33491,Semi-Auto,4432,Petrol,150,39.2,1.5,Audi
A3,2016,11896,Semi-Auto,36329,Petrol,30,58.9,1.4,Audi
A1,2017,12990,Manual,24435,Petrol,145,55.4,1.4,Audi
A1,2019,18990,Automatic,4445,Petrol,145,46.3,1.0,Audi
Q3,2020,32444,Semi-Auto,4432,Petrol,145,31.4,2.0,Audi
A3,2017,12500,Manual,42779,Petrol,145,62.8,1.0,Audi
A4,2017,14650,Manual,40583,Petrol,145,51.4,1.4,Audi
A6,2015,17996,Semi-Auto,48175,Diesel,125,57.6,3.0,Audi
Q3,2019,31996,Semi-Auto,1500,Petrol,145,31.4,2.0,Audi
